tract_code,county_fips,year,NAME,total_population,median_age,pct_white_non_hispanic,pct_black,pct_hispanic,pct_asian,pct_other,white_non_hispanic,black_alone,hispanic_latino,asian_alone,race_total
011702,049,2020,"Census Tract 117.02, Erie County, Pennsylvania",5343,38.7,93.5,1.0,3.5,0.0,2.0,4997,56,187,0,5343
011801,049,2020,"Census Tract 118.01, Erie County, Pennsylvania",2937,36.4,97.1,0.0,1.6,0.3,1.0,2853,0,47,9,2937
011802,049,2020,"Census Tract 118.02, Erie County, Pennsylvania",2973,48.9,98.7,0.1,0.3,0.4,0.5,2933,2,8,13,2973
011900,049,2020,"Census Tract 119, Erie County, Pennsylvania",6285,42.5,87.6,4.0,1.9,0.0,6.5,5503,251,118,0,6285
012001,049,2020,"Census Tract 120.01, Erie County, Pennsylvania",2665,51.1,95.2,0.0,3.3,0.4,1.1,2536,1,88,10,2665
012002,049,2020,"Census Tract 120.02, Erie County, Pennsylvania",3148,45.5,95.5,0.0,3.1,0.0,1.4,3006,0,98,0,3148
012100,049,2020,"Census Tract 121, Erie County, Pennsylvania",7247,46.5,95.6,0.0,2.6,0.5,1.3,6928,3,189,37,7247
012201,049,2020,"Census Tract 122.01, Erie County, Pennsylvania",5945,41.7,95.3,0.7,2.8,0.2,1.0,5664,42,167,13,5945
012202,049,2020,"Census Tract 122.02, Erie County, Pennsylvania",5599,24.1,93.5,2.1,1.9,1.4,1.1,5237,115,106,77,5599
012400,049,2020,"Census Tract 124, Erie County, Pennsylvania",1542,45.5,83.5,2.1,0.8,3.8,9.8,1288,32,12,58,1542
990000,049,2020,"Census Tract 9900, Erie County, Pennsylvania",0,-666666666.0,,,,,,0,0,0,0,0
110100,039,2020,"Census Tract 1101, Crawford County, Pennsylvania",6181,33.3,97.7,0.6,0.6,0.1,1.0,6041,38,36,8,6181
110201,039,2020,"Census Tract 1102.01, Crawford County, Pennsylvania",3783,44.2,96.4,0.6,1.5,0.0,1.5,3645,22,58,0,3783
110202,039,2020,"Census Tract 1102.02, Crawford County, Pennsylvania",4589,37.3,89.0,4.4,3.5,0.8,2.3,4085,201,160,38,4589
110300,039,2020,"Census Tract 1103, Crawford County, Pennsylvania",4360,43.3,96.4,1.0,0.9,0.1,1.6,4203,44,40,5,4360
110400,039,2020,"Census Tract 1104, Crawford County, Pennsylvania",2731,44.5,96.3,0.0,1.6,0.3,1.8,2631,0,45,7,2731
110501,039,2020,"Census Tract 1105.01, Crawford County, Pennsylvania",2223,37.5,96.7,0.0,2.2,0.6,0.5,2149,0,50,13,2223
110502,039,2020,"Census Tract 1105.02, Crawford County, Pennsylvania",3172,49.3,98.8,0.1,0.8,0.0,0.3,3134,4,24,0,3172
110600,039,2020,"Census Tract 1106, Crawford County, Pennsylvania",2834,48.4,95.6,0.0,1.1,0.2,3.1,2710,0,31,5,2834
110700,039,2020,"Census Tract 1107, Crawford County, Pennsylvania",4052,42.7,95.8,0.8,1.3,0.3,1.8,3880,33,51,13,4052
110800,039,2020,"Census Tract 1108, Crawford County, Pennsylvania",4652,45.8,96.6,0.7,0.9,0.5,1.3,4493,33,42,22,4652
110900,039,2020,"Census Tract 1109, Crawford County, Pennsylvania",3046,50.3,89.2,0.6,0.8,0.0,9.4,2718,17,24,1,3046
111000,039,2020,"Census Tract 1110, Crawford County, Pennsylvania",2669,42.1,96.7,1.2,1.2,0.2,0.7,2581,33,31,6,2669
111100,039,2020,"Census Tract 1111, Crawford County, Pennsylvania",2992,44.6,95.4,2.4,1.2,0.7,0.3,2855,73,37,21,2992
111200,039,2020,"Census Tract 1112, Crawford County, Pennsylvania",2208,36.5,97.6,0.5,1.0,1.0,-0.1,2155,10,22,21,2208
111300,039,2020,"Census Tract 1113, Crawford County, Pennsylvania",5412,44.1,96.0,0.7,0.6,0.3,2.4,5194,36,33,16,5412
111400,039,2020,"Census Tract 1114, Crawford County, Pennsylvania",4638,42.3,96.5,0.7,1.7,0.3,0.8,4477,31,81,16,4638
111500,039,2020,"Census Tract 1115, Crawford County, Pennsylvania",5226,41.7,88.7,5.5,1.1,0.1,4.6,4637,287,60,5,5226
111600,039,2020,"Census Tract 1116, Crawford County, Pennsylvania",3326,39.3,88.7,2.4,1.8,0.3,6.8,2949,80,59,11,3326
111700,039,2020,"Census Tract 1117, Crawford County, Pennsylvania",4529,28.3,82.9,6.4,4.2,1.7,4.8,3756,290,191,79,4529
111800,039,2020,"Census Tract 1118, Crawford County, Pennsylvania",5398,52.9,95.6,0.0,0.4,2.2,1.8,5160,0,23,118,5398
111900,039,2020,"Census Tract 1119, Crawford County, Pennsylvania",3341,38.4,98.3,0.0,0.3,0.1,1.3,3284,0,9,3,3341
112001,039,2020,"Census Tract 1120.01, Crawford County, Pennsylvania",2425,53.4,96.9,0.0,1.8,0.2,1.1,2351,0,43,5,2425
112002,039,2020,"Census Tract 1120.02, Crawford County, Pennsylvania",1287,60.7,98.1,0.0,0.5,0.0,1.4,1263,0,6,0,1287
000100,049,2021,"Census Tract 1, Erie County, Pennsylvania",1327,59.2,67.5,20.3,8.6,0.0,3.6,896,270,114,0,1327
000200,049,2021,"Census Tract 2, Erie County, Pennsylvania",3566,55.1,87.0,1.5,3.8,4.3,3.4,3103,54,136,155,3566
000300,049,2021,"Census Tract 3, Erie County, Pennsylvania",3282,29.2,69.0,10.8,4.8,2.0,13.4,2265,353,159,64,3282
000400,049,2021,"Census Tract 4, Erie County, Pennsylvania",2085,32.7,45.8,24.8,9.4,3.3,16.7,955,518,196,68,2085
000500,049,2021,"Census Tract 5, Erie County, Pennsylvania",3253,30.6,45.6,38.4,15.8,0.0,0.2,1483,1249,513,0,3253
000600,049,2021,"Census Tract 6, Erie County, Pennsylvania",3210,31.3,53.7,22.7,14.5,4.3,4.8,1725,729,465,139,3210
000700,049,2021,"Census Tract 7, Erie County, Pennsylvania",2056,44.1,53.6,28.4,15.6,0.0,2.4,1102,584,320,0,2056
000800,049,2021,"Census Tract 8, Erie County, Pennsylvania",1930,35.4,47.3,26.7,16.6,5.2,4.2,912,516,321,100,1930
000901,049,2021,"Census Tract 9.01, Erie County, Pennsylvania",2034,45.5,74.2,8.8,16.4,0.6,-0.0,1510,178,334,12,2034
000902,049,2021,"Census Tract 9.02, Erie County, Pennsylvania",2325,23.6,82.7,3.7,6.4,2.2,5.0,1922,85,149,51,2325
001000,049,2021,"Census Tract 10, Erie County, Pennsylvania",3186,29.6,72.9,6.5,7.7,0.8,12.1,2323,208,245,24,3186
001100,049,2021,"Census Tract 11, Erie County, Pennsylvania",2770,37.7,71.1,1.8,19.5,0.6,7.0,1970,51,541,17,2770
001200,049,2021,"Census Tract 12, Erie County, Pennsylvania",3026,37.6,54.4,18.1,4.4,6.9,16.2,1646,547,132,210,3026
001300,049,2021,"Census Tract 13, Erie County, Pennsylvania",1741,20.9,41.2,35.2,20.2,0.0,3.4,717,612,351,0,1741
001400,049,2021,"Census Tract 14, Erie County, Pennsylvania",2749,32.9,53.5,31.3,4.8,7.1,3.3,1470,860,133,195,2749
001500,049,2021,"Census Tract 15, Erie County, Pennsylvania",2909,22.5,21.5,44.9,15.2,6.6,11.8,626,1306,442,191,2909
001600,049,2021,"Census Tract 16, Erie County, Pennsylvania",4329,37.5,57.9,18.8,12.1,6.3,4.9,2508,813,524,271,4329
001700,049,2021,"Census Tract 17, Erie County, Pennsylvania",2713,30.0,49.3,26.8,8.8,6.2,8.9,1337,726,239,167,2713
001800,049,2021,"Census Tract 18, Erie County, Pennsylvania",1991,25.6,34.0,41.7,14.4,0.0,9.9,677,830,287,0,1991
001900,049,2021,"Census Tract 19, Erie County, Pennsylvania",1558,56.6,78.0,16.3,5.5,0.0,0.2,1216,254,85,0,1558
002000,049,2021,"Census Tract 20, Erie County, Pennsylvania",3348,32.2,64.7,6.6,17.7,3.4,7.6,2167,222,592,115,3348
002100,049,2021,"Census Tract 21, Erie County, Pennsylvania",3953,40.8,90.8,7.4,1.1,0.3,0.4,3591,292,43,10,3953
002200,049,2021,"Census Tract 22, Erie County, Pennsylvania",3848,37.3,79.3,8.4,2.1,0.2,10.0,3051,324,81,6,3848
002300,049,2021,"Census Tract 23, Erie County, Pennsylvania",2316,37.1,86.6,7.3,0.7,0.6,4.8,2005,169,16,15,2316
002400,049,2021,"Census Tract 24, Erie County, Pennsylvania",2912,31.8,80.6,1.5,7.1,0.0,10.8,2346,43,208,0,2912
002500,049,2021,"Census Tract 25, Erie County, Pennsylvania",2629,34.4,66.8,21.5,2.1,0.8,8.8,1756,564,56,22,2629
002600,049,2021,"Census Tract 26, Erie County, Pennsylvania",4200,38.6,67.8,21.1,3.5,3.5,4.1,2849,885,145,147,4200
002700,049,2021,"Census Tract 27, Erie County, Pennsylvania",6639,38.2,79.0,8.9,10.6,0.3,1.2,5248,594,705,19,6639
002800,049,2021,"Census Tract 28, Erie County, Pennsylvania",6626,29.9,88.1,2.3,1.3,4.0,4.3,5836,155,89,268,6626
002900,049,2021,"Census Tract 29, Erie County, Pennsylvania",2735,49.2,93.2,3.4,0.8,0.7,1.9,2550,93,21,18,2735
003000,049,2021,"Census Tract 30, Erie County, Pennsylvania",4290,35.9,74.2,10.8,1.7,8.6,4.7,3182,463,72,368,4290
010101,049,2021,"Census Tract 101.01, Erie County, Pennsylvania",3127,45.6,95.4,0.4,1.2,1.0,2.0,2982,13,37,30,3127
010103,049,2021,"Census Tract 101.03, Erie County, Pennsylvania",2034,47.9,97.4,0.0,0.8,0.0,1.8,1981,0,17,0,2034
010104,049,2021,"Census Tract 101.04, Erie County, Pennsylvania",2437,46.5,93.3,2.3,2.5,0.6,1.3,2273,56,61,14,2437
010107,049,2021,"Census Tract 101.07, Erie County, Pennsylvania",1329,45.4,94.9,1.0,1.8,1.0,1.3,1261,13,24,13,1329
010108,049,2021,"Census Tract 101.08, Erie County, Pennsylvania",2496,39.7,48.2,46.6,4.5,0.0,0.7,1204,1164,113,0,2496
010201,049,2021,"Census Tract 102.01, Erie County, Pennsylvania",6006,39.0,85.7,0.4,9.4,0.1,4.4,5150,24,562,7,6006
010202,049,2021,"Census Tract 102.02, Erie County, Pennsylvania",5310,47.6,97.9,0.0,1.1,0.2,0.8,5197,0,57,11,5310
010301,049,2021,"Census Tract 103.01, Erie County, Pennsylvania",4935,44.3,96.4,0.3,0.0,0.0,3.3,4756,15,0,0,4935
010303,049,2021,"Census Tract 103.03, Erie County, Pennsylvania",5836,39.4,91.9,0.7,2.8,1.0,3.6,5364,41,165,58,5836
010304,049,2021,"Census Tract 103.04, Erie County, Pennsylvania",5193,40.4,92.7,0.4,3.0,0.5,3.4,4813,23,156,26,5193
010400,049,2021,"Census Tract 104, Erie County, Pennsylvania",4933,48.4,97.3,0.2,0.4,0.7,1.4,4800,12,20,34,4933
010500,049,2021,"Census Tract 105, Erie County, Pennsylvania",3698,51.1,94.8,3.6,0.7,0.9,0.0,3505,134,26,33,3698
010700,049,2021,"Census Tract 107, Erie County, Pennsylvania",4184,38.1,88.2,0.8,2.1,2.0,6.9,3692,35,87,84,4184
010800,049,2021,"Census Tract 108, Erie County, Pennsylvania",3449,43.4,93.8,1.3,2.6,1.1,1.2,3234,44,91,38,3449
010902,049,2021,"Census Tract 109.02, Erie County, Pennsylvania",4014,51.6,93.0,1.2,1.7,2.2,1.9,3732,49,67,87,4014
010903,049,2021,"Census Tract 109.03, Erie County, Pennsylvania",6985,37.9,93.1,1.8,1.5,2.0,1.6,6506,127,106,140,6985
010904,049,2021,"Census Tract 109.04, Erie County, Pennsylvania",5565,46.9,92.5,1.0,0.9,4.7,0.9,5150,53,50,260,5565
011001,049,2021,"Census Tract 110.01, Erie County, Pennsylvania",6806,43.2,88.9,2.1,1.1,4.2,3.7,6053,143,76,284,6806
011002,049,2021,"Census Tract 110.02, Erie County, Pennsylvania",4322,42.6,89.8,0.7,2.8,5.0,1.7,3879,30,121,217,4322
011101,049,2021,"Census Tract 111.01, Erie County, Pennsylvania",5280,37.2,87.4,3.4,3.0,0.5,5.7,4615,179,161,25,5280
011102,049,2021,"Census Tract 111.02, Erie County, Pennsylvania",3317,37.4,85.9,4.2,7.5,0.0,2.4,2848,140,248,0,3317
011201,049,2021,"Census Tract 112.01, Erie County, Pennsylvania",4508,45.6,92.4,2.6,1.8,0.1,3.1,4164,116,82,3,4508
011202,049,2021,"Census Tract 112.02, Erie County, Pennsylvania",7300,45.9,91.1,0.3,5.7,0.1,2.8,6648,24,418,7,7300
011300,049,2021,"Census Tract 113, Erie County, Pennsylvania",3238,36.8,81.0,1.3,7.1,4.1,6.5,2623,41,229,134,3238
011400,049,2021,"Census Tract 114, Erie County, Pennsylvania",3833,35.9,87.0,9.7,0.5,1.5,1.3,3333,371,18,56,3833
011503,049,2021,"Census Tract 115.03, Erie County, Pennsylvania",3948,45.8,95.4,1.4,0.6,1.2,1.4,3768,57,22,48,3948
011508,049,2021,"Census Tract 115.08, Erie County, Pennsylvania",5104,48.3,91.0,0.0,1.6,5.3,2.1,4645,0,82,272,5104
011509,049,2021,"Census Tract 115.09, Erie County, Pennsylvania",2740,46.8,95.1,0.3,2.5,0.0,2.1,2606,9,68,0,2740
011510,049,2021,"Census Tract 115.10, Erie County, Pennsylvania",2658,53.2,97.0,0.8,0.9,0.8,0.5,2579,22,25,20,2658
011511,049,2021,"Census Tract 115.11, Erie County, Pennsylvania",2215,19.5,80.9,3.7,0.4,13.1,1.9,1791,82,8,290,2215
011600,049,2021,"Census Tract 116, Erie County, Pennsylvania",4134,39.4,89.1,0.4,2.8,0.6,7.1,3682,18,117,26,4134
011701,049,2021,"Census Tract 117.01, Erie County, Pennsylvania",3026,42.2,87.2,3.7,7.0,0.6,1.5,2638,112,212,19,3026
011702,049,2021,"Census Tract 117.02, Erie County, Pennsylvania",5525,40.7,93.1,1.0,3.9,0.0,2.0,5142,54,215,0,5525
011801,049,2021,"Census Tract 118.01, Erie County, Pennsylvania",2847,36.0,97.6,0.0,1.4,0.2,0.8,2780,1,40,6,2847
011802,049,2021,"Census Tract 118.02, Erie County, Pennsylvania",2832,49.6,97.9,0.1,0.7,0.7,0.6,2772,2,21,19,2832
011900,049,2021,"Census Tract 119, Erie County, Pennsylvania",6251,38.4,86.1,3.5,3.4,0.5,6.5,5383,218,212,29,6251
012001,049,2021,"Census Tract 120.01, Erie County, Pennsylvania",2605,51.4,94.7,0.0,2.8,1.0,1.5,2467,1,74,27,2605
012002,049,2021,"Census Tract 120.02, Erie County, Pennsylvania",2976,46.2,94.2,0.0,3.6,0.0,2.2,2804,0,107,0,2976
012100,049,2021,"Census Tract 121, Erie County, Pennsylvania",6950,47.5,94.3,0.1,3.7,0.5,1.4,6553,6,260,34,6950
012201,049,2021,"Census Tract 122.01, Erie County, Pennsylvania",5855,43.6,94.5,1.2,3.1,0.0,1.2,5533,70,180,0,5855
012202,049,2021,"Census Tract 122.02, Erie County, Pennsylvania",5097,27.0,95.3,1.3,0.9,1.3,1.2,4855,65,45,65,5097
012400,049,2021,"Census Tract 124, Erie County, Pennsylvania",1469,48.8,85.4,1.8,1.0,0.9,10.9,1255,27,14,13,1469
990000,049,2021,"Census Tract 9900, Erie County, Pennsylvania",0,-666666666.0,,,,,,0,0,0,0,0
110100,039,2021,"Census Tract 1101, Crawford County, Pennsylvania",6242,33.6,97.2,0.4,0.9,0.1,1.4,6067,22,57,5,6242
110201,039,2021,"Census Tract 1102.01, Crawford County, Pennsylvania",3738,45.2,95.9,0.5,1.4,0.0,2.2,3584,20,54,0,3738
110202,039,2021,"Census Tract 1102.02, Crawford County, Pennsylvania",4334,38.0,88.7,4.6,3.7,0.7,2.3,3846,201,159,31,4334
110300,039,2021,"Census Tract 1103, Crawford County, Pennsylvania",4416,43.4,96.6,1.1,0.9,0.2,1.2,4267,47,38,9,4416
110400,039,2021,"Census Tract 1104, Crawford County, Pennsylvania",2661,45.6,95.6,0.0,2.5,0.0,1.9,2543,0,66,1,2661
110501,039,2021,"Census Tract 1105.01, Crawford County, Pennsylvania",2197,35.0,97.2,0.0,2.3,0.5,-0.0,2136,0,50,11,2197
110502,039,2021,"Census Tract 1105.02, Crawford County, Pennsylvania",2911,53.4,97.2,0.0,1.1,0.0,1.7,2830,0,33,0,2911
110600,039,2021,"Census Tract 1106, Crawford County, Pennsylvania",2791,48.7,95.8,0.0,1.0,0.0,3.2,2674,0,29,1,2791
110700,039,2021,"Census Tract 1107, Crawford County, Pennsylvania",3946,42.2,94.1,1.6,1.9,0.7,1.7,3713,63,75,27,3946
110800,039,2021,"Census Tract 1108, Crawford County, Pennsylvania",4695,44.7,95.6,1.2,0.9,0.4,1.9,4487,56,43,19,4695
110900,039,2021,"Census Tract 1109, Crawford County, Pennsylvania",2863,49.7,91.7,1.3,1.0,0.2,5.8,2624,38,28,6,2863
111000,039,2021,"Census Tract 1110, Crawford County, Pennsylvania",2497,45.2,97.8,0.4,1.0,0.1,0.7,2442,10,25,3,2497
111100,039,2021,"Census Tract 1111, Crawford County, Pennsylvania",2868,47.3,94.2,2.8,0.8,1.2,1.0,2702,81,23,35,2868
111200,039,2021,"Census Tract 1112, Crawford County, Pennsylvania",2446,36.0,97.3,0.0,0.8,1.1,0.8,2379,0,19,28,2446
111300,039,2021,"Census Tract 1113, Crawford County, Pennsylvania",5340,44.3,96.4,0.3,0.7,0.4,2.2,5146,15,39,19,5340
111400,039,2021,"Census Tract 1114, Crawford County, Pennsylvania",4682,42.5,97.3,0.3,1.1,0.0,1.3,4556,13,51,0,4682
111500,039,2021,"Census Tract 1115, Crawford County, Pennsylvania",5358,38.0,86.6,6.0,0.9,1.0,5.5,4639,323,50,53,5358
111600,039,2021,"Census Tract 1116, Crawford County, Pennsylvania",3404,40.8,93.3,1.9,1.8,0.3,2.7,3175,66,60,11,3404
111700,039,2021,"Census Tract 1117, Crawford County, Pennsylvania",4590,28.3,83.4,6.0,3.9,2.5,4.2,3828,274,181,115,4590
111800,039,2021,"Census Tract 1118, Crawford County, Pennsylvania",5374,53.6,94.1,0.9,0.8,1.6,2.6,5057,51,42,87,5374
111900,039,2021,"Census Tract 1119, Crawford County, Pennsylvania",3423,36.9,96.6,0.2,0.2,0.3,2.7,3307,6,7,10,3423
112001,039,2021,"Census Tract 1120.01, Crawford County, Pennsylvania",2417,53.6,96.2,0.0,2.2,0.4,1.2,2326,0,53,9,2417
112002,039,2021,"Census Tract 1120.02, Crawford County, Pennsylvania",1302,59.6,96.5,0.0,2.5,0.0,1.0,1257,0,33,0,1302
000100,049,2022,Census Tract 1; Erie County; Pennsylvania,1365,57.8,71.2,17.2,8.2,0.4,3.0,972,235,112,6,1365
000200,049,2022,Census Tract 2; Erie County; Pennsylvania,3518,54.8,87.3,1.3,4.3,3.9,3.2,3070,46,151,137,3518
000300,049,2022,Census Tract 3; Erie County; Pennsylvania,3674,27.3,64.4,11.4,5.3,3.2,15.7,2367,417,195,117,3674
000400,049,2022,Census Tract 4; Erie County; Pennsylvania,1984,41.6,50.7,18.8,11.3,3.7,15.5,1005,373,225,74,1984
000500,049,2022,Census Tract 5; Erie County; Pennsylvania,3239,32.5,49.5,35.1,12.7,0.6,2.1,1602,1136,412,20,3239
000600,049,2022,Census Tract 6; Erie County; Pennsylvania,3316,29.7,50.3,17.7,24.4,3.3,4.3,1669,588,808,108,3316
000700,049,2022,Census Tract 7; Erie County; Pennsylvania,2236,40.4,57.0,25.4,15.2,0.0,2.4,1274,569,339,0,2236
000800,049,2022,Census Tract 8; Erie County; Pennsylvania,2192,33.1,41.8,36.5,10.5,3.9,7.3,916,800,231,85,2192
000901,049,2022,Census Tract 9.01; Erie County; Pennsylvania,2316,31.2,71.9,16.4,11.0,0.6,0.1,1666,380,255,15,2316
000902,049,2022,Census Tract 9.02; Erie County; Pennsylvania,2283,22.6,74.8,7.6,6.1,5.0,6.5,1707,174,139,114,2283
001000,049,2022,Census Tract 10; Erie County; Pennsylvania,3127,30.4,67.9,13.4,7.0,2.3,9.4,2124,418,220,71,3127
001100,049,2022,Census Tract 11; Erie County; Pennsylvania,2909,35.2,63.7,2.2,22.2,0.2,11.7,1853,65,647,6,2909
001200,049,2022,Census Tract 12; Erie County; Pennsylvania,2561,36.0,49.6,26.3,2.7,0.9,20.5,1271,673,70,24,2561
001300,049,2022,Census Tract 13; Erie County; Pennsylvania,1805,22.4,38.4,40.5,18.2,0.0,2.9,694,731,329,0,1805
001400,049,2022,Census Tract 14; Erie County; Pennsylvania,2349,34.2,49.0,35.0,3.9,9.3,2.8,1152,823,91,219,2349
001500,049,2022,Census Tract 15; Erie County; Pennsylvania,3128,22.7,16.2,56.4,18.8,2.4,6.2,506,1764,589,75,3128
001600,049,2022,Census Tract 16; Erie County; Pennsylvania,4084,43.0,64.4,14.9,10.7,6.1,3.9,2631,607,437,248,4084
001700,049,2022,Census Tract 17; Erie County; Pennsylvania,2651,30.8,54.5,19.2,9.4,5.4,11.5,1446,510,249,144,2651
001800,049,2022,Census Tract 18; Erie County; Pennsylvania,1991,31.6,34.8,45.3,12.2,0.0,7.7,693,902,242,0,1991
001900,049,2022,Census Tract 19; Erie County; Pennsylvania,1705,56.5,79.5,12.6,7.7,0.0,0.2,1355,215,132,0,1705
002000,049,2022,Census Tract 20; Erie County; Pennsylvania,3122,32.4,68.2,7.0,12.6,5.2,7.0,2129,217,392,163,3122
002100,049,2022,Census Tract 21; Erie County; Pennsylvania,3680,42.7,89.5,7.2,1.1,0.0,2.2,3294,264,41,0,3680
002200,049,2022,Census Tract 22; Erie County; Pennsylvania,3714,37.3,80.6,6.7,2.6,0.1,10.0,2993,249,97,3,3714
002300,049,2022,Census Tract 23; Erie County; Pennsylvania,2250,37.7,88.5,5.5,0.9,0.0,5.1,1991,124,20,0,2250
002400,049,2022,Census Tract 24; Erie County; Pennsylvania,2898,34.6,79.9,3.3,7.2,0.0,9.6,2315,96,209,0,2898
002500,049,2022,Census Tract 25; Erie County; Pennsylvania,2470,31.6,56.3,28.7,6.2,1.9,6.9,1391,710,152,46,2470
002600,049,2022,Census Tract 26; Erie County; Pennsylvania,4190,38.5,71.7,10.1,8.2,3.2,6.8,3004,425,344,135,4190
002700,049,2022,Census Tract 27; Erie County; Pennsylvania,6474,39.3,79.8,9.4,8.1,0.1,2.6,5167,606,525,6,6474
002800,049,2022,Census Tract 28; Erie County; Pennsylvania,6642,29.4,85.7,3.8,1.2,3.2,6.1,5689,255,78,213,6642
002900,049,2022,Census Tract 29; Erie County; Pennsylvania,2698,49.7,92.7,2.7,1.6,0.7,2.3,2501,74,43,20,2698
