tract_code,county_fips,year,NAME,total_population,median_age,pct_white_non_hispanic,pct_black,pct_hispanic,pct_asian,pct_other,white_non_hispanic,black_alone,hispanic_latino,asian_alone,race_total
003000,049,2022,Census Tract 30; Erie County; Pennsylvania,4255,35.9,76.9,9.3,2.9,6.6,4.3,3271,397,124,280,4255
010101,049,2022,Census Tract 101.01; Erie County; Pennsylvania,3096,46.0,94.3,0.5,0.5,0.9,3.8,2919,16,17,27,3096
010103,049,2022,Census Tract 101.03; Erie County; Pennsylvania,1999,47.5,96.0,0.0,1.2,0.0,2.8,1919,0,24,0,1999
010104,049,2022,Census Tract 101.04; Erie County; Pennsylvania,2472,45.4,94.0,2.3,2.1,0.3,1.3,2323,58,52,8,2472
010107,049,2022,Census Tract 101.07; Erie County; Pennsylvania,1320,46.1,94.7,1.1,1.5,1.0,1.7,1250,14,20,13,1320
010108,049,2022,Census Tract 101.08; Erie County; Pennsylvania,2154,41.6,48.3,46.8,4.4,0.0,0.5,1040,1009,94,0,2154
010201,049,2022,Census Tract 102.01; Erie County; Pennsylvania,5951,42.9,86.3,0.4,9.0,0.1,4.2,5136,25,535,6,5951
010202,049,2022,Census Tract 102.02; Erie County; Pennsylvania,5275,48.7,97.1,0.0,1.6,0.4,0.9,5120,0,83,23,5275
010301,049,2022,Census Tract 103.01; Erie County; Pennsylvania,4881,43.3,95.9,0.1,0.0,0.0,4.0,4680,4,0,0,4881
010303,049,2022,Census Tract 103.03; Erie County; Pennsylvania,5689,41.3,93.2,1.0,4.0,0.7,1.1,5300,56,225,39,5689
010304,049,2022,Census Tract 103.04; Erie County; Pennsylvania,5404,41.8,93.4,0.2,2.8,0.1,3.5,5050,13,149,7,5404
010400,049,2022,Census Tract 104; Erie County; Pennsylvania,4852,48.5,95.2,0.2,3.5,0.7,0.4,4617,10,169,36,4852
010500,049,2022,Census Tract 105; Erie County; Pennsylvania,3853,50.4,96.4,1.3,0.4,1.5,0.4,3713,49,17,59,3853
010700,049,2022,Census Tract 107; Erie County; Pennsylvania,4309,38.3,87.0,0.7,1.3,3.2,7.8,3748,29,54,136,4309
010800,049,2022,Census Tract 108; Erie County; Pennsylvania,3348,43.9,94.0,1.3,1.5,1.4,1.8,3146,44,49,46,3348
010902,049,2022,Census Tract 109.02; Erie County; Pennsylvania,3923,51.4,91.2,1.9,1.5,3.0,2.4,3577,76,60,119,3923
010903,049,2022,Census Tract 109.03; Erie County; Pennsylvania,6971,38.8,91.6,0.8,1.6,3.1,2.9,6386,57,111,214,6971
010904,049,2022,Census Tract 109.04; Erie County; Pennsylvania,5557,46.1,89.4,1.1,0.3,7.6,1.6,4966,61,18,420,5557
011001,049,2022,Census Tract 110.01; Erie County; Pennsylvania,6790,39.8,87.4,3.2,0.0,2.0,7.4,5932,220,0,135,6790
011002,049,2022,Census Tract 110.02; Erie County; Pennsylvania,4324,42.7,84.0,3.7,2.2,6.9,3.2,3630,161,95,297,4324
011101,049,2022,Census Tract 111.01; Erie County; Pennsylvania,5440,36.5,84.8,3.1,3.6,3.6,4.9,4612,166,195,194,5440
011102,049,2022,Census Tract 111.02; Erie County; Pennsylvania,3151,37.9,82.8,5.7,9.0,0.0,2.5,2609,180,285,0,3151
011201,049,2022,Census Tract 112.01; Erie County; Pennsylvania,4485,45.0,93.9,2.5,1.4,0.0,2.2,4212,112,62,0,4485
011202,049,2022,Census Tract 112.02; Erie County; Pennsylvania,7307,49.6,92.5,0.3,5.8,0.0,1.4,6757,25,421,0,7307
011300,049,2022,Census Tract 113; Erie County; Pennsylvania,3209,36.9,82.5,0.9,5.5,3.6,7.5,2648,29,175,115,3209
011400,049,2022,Census Tract 114; Erie County; Pennsylvania,3818,36.5,86.5,9.8,1.1,0.9,1.7,3302,376,42,36,3818
011503,049,2022,Census Tract 115.03; Erie County; Pennsylvania,3882,45.2,94.5,1.0,1.3,1.4,1.8,3668,37,49,56,3882
011508,049,2022,Census Tract 115.08; Erie County; Pennsylvania,5172,45.4,91.0,0.0,1.9,6.1,1.0,4709,0,99,315,5172
011509,049,2022,Census Tract 115.09; Erie County; Pennsylvania,2676,48.1,95.8,0.0,1.2,0.1,2.9,2563,0,32,2,2676
011510,049,2022,Census Tract 115.10; Erie County; Pennsylvania,2647,53.5,97.9,0.8,0.3,0.6,0.4,2591,22,8,17,2647
011511,049,2022,Census Tract 115.11; Erie County; Pennsylvania,2301,19.8,81.3,4.8,0.8,11.4,1.7,1870,111,19,263,2301
011600,049,2022,Census Tract 116; Erie County; Pennsylvania,4092,39.3,91.0,0.9,1.0,0.4,6.7,3725,37,42,16,4092
011701,049,2022,Census Tract 117.01; Erie County; Pennsylvania,3205,40.2,92.9,0.9,3.4,1.6,1.2,2977,28,108,52,3205
011702,049,2022,Census Tract 117.02; Erie County; Pennsylvania,5367,40.6,91.4,0.9,4.6,0.0,3.1,4904,50,245,0,5367
011801,049,2022,Census Tract 118.01; Erie County; Pennsylvania,2837,36.4,97.8,0.0,1.3,0.2,0.7,2775,1,38,5,2837
011802,049,2022,Census Tract 118.02; Erie County; Pennsylvania,2747,50.1,98.0,0.1,1.0,0.3,0.6,2691,2,27,9,2747
011900,049,2022,Census Tract 119; Erie County; Pennsylvania,6209,42.4,88.6,0.4,3.6,0.6,6.8,5503,23,224,40,6209
012001,049,2022,Census Tract 120.01; Erie County; Pennsylvania,2553,51.3,93.8,0.0,3.4,0.7,2.1,2394,0,88,19,2553
012002,049,2022,Census Tract 120.02; Erie County; Pennsylvania,2937,46.6,92.5,0.0,3.6,0.0,3.9,2717,0,106,0,2937
012100,049,2022,Census Tract 121; Erie County; Pennsylvania,7190,46.1,92.4,0.1,5.4,0.4,1.7,6645,4,391,26,7190
012201,049,2022,Census Tract 122.01; Erie County; Pennsylvania,5996,41.3,94.2,0.9,3.1,0.0,1.8,5651,56,186,0,5996
012202,049,2022,Census Tract 122.02; Erie County; Pennsylvania,4958,24.1,94.3,1.3,2.1,1.0,1.3,4673,62,105,48,4958
012400,049,2022,Census Tract 124; Erie County; Pennsylvania,1322,53.3,85.7,1.6,1.5,1.1,10.1,1133,21,20,15,1322
990000,049,2022,Census Tract 9900; Erie County; Pennsylvania,0,-666666666.0,,,,,,0,0,0,0,0
110100,039,2022,Census Tract 1101; Crawford County; Pennsylvania,6246,34.3,96.3,0.2,1.0,0.2,2.3,6016,13,65,14,6246
110201,039,2022,Census Tract 1102.01; Crawford County; Pennsylvania,3667,46.7,95.5,0.7,1.4,0.0,2.4,3501,26,51,0,3667
110202,039,2022,Census Tract 1102.02; Crawford County; Pennsylvania,4352,39.2,90.8,3.3,3.3,0.6,2.0,3950,145,143,28,4352
110300,039,2022,Census Tract 1103; Crawford County; Pennsylvania,4495,46.3,95.8,1.1,1.7,0.0,1.4,4306,51,76,1,4495
110400,039,2022,Census Tract 1104; Crawford County; Pennsylvania,2536,48.0,94.1,0.0,3.1,0.0,2.8,2387,0,78,1,2536
110501,039,2022,Census Tract 1105.01; Crawford County; Pennsylvania,2071,35.1,95.7,0.0,3.0,0.4,0.9,1981,0,62,8,2071
110502,039,2022,Census Tract 1105.02; Crawford County; Pennsylvania,2815,52.2,96.1,0.0,1.4,0.4,2.1,2706,0,39,12,2815
110600,039,2022,Census Tract 1106; Crawford County; Pennsylvania,2791,48.5,94.2,0.0,1.1,0.0,4.7,2629,0,31,1,2791
110700,039,2022,Census Tract 1107; Crawford County; Pennsylvania,3859,41.5,93.8,1.4,1.8,0.8,2.2,3621,55,70,32,3859
110800,039,2022,Census Tract 1108; Crawford County; Pennsylvania,4851,43.8,94.7,0.9,1.2,0.1,3.1,4592,44,58,6,4851
110900,039,2022,Census Tract 1109; Crawford County; Pennsylvania,2840,49.4,90.7,1.7,1.2,0.3,6.1,2575,49,35,9,2840
111000,039,2022,Census Tract 1110; Crawford County; Pennsylvania,2388,47.3,97.5,0.0,0.9,0.2,1.4,2328,0,22,4,2388
111100,039,2022,Census Tract 1111; Crawford County; Pennsylvania,2842,48.6,91.1,3.2,1.3,1.3,3.1,2590,91,38,38,2842
111200,039,2022,Census Tract 1112; Crawford County; Pennsylvania,2420,37.0,98.3,0.0,0.0,0.8,0.9,2379,0,0,20,2420
111300,039,2022,Census Tract 1113; Crawford County; Pennsylvania,5334,45.1,95.7,0.2,0.7,0.2,3.2,5104,10,35,13,5334
111400,039,2022,Census Tract 1114; Crawford County; Pennsylvania,4690,42.4,97.0,0.0,0.9,0.0,2.1,4548,0,44,0,4690
111500,039,2022,Census Tract 1115; Crawford County; Pennsylvania,5299,36.6,86.1,6.5,0.8,0.8,5.8,4562,347,45,44,5299
111600,039,2022,Census Tract 1116; Crawford County; Pennsylvania,3488,39.8,92.2,2.2,2.7,0.2,2.7,3215,78,95,6,3488
111700,039,2022,Census Tract 1117; Crawford County; Pennsylvania,4478,28.7,84.2,5.9,3.1,2.0,4.8,3772,264,140,91,4478
111800,039,2022,Census Tract 1118; Crawford County; Pennsylvania,5317,52.9,93.5,1.0,0.7,2.6,2.2,4974,53,36,139,5317
111900,039,2022,Census Tract 1119; Crawford County; Pennsylvania,3370,37.3,96.6,0.2,0.3,0.2,2.7,3255,6,9,6,3370
112001,039,2022,Census Tract 1120.01; Crawford County; Pennsylvania,2421,55.4,95.7,0.0,2.2,0.4,1.7,2316,0,53,9,2421
112002,039,2022,Census Tract 1120.02; Crawford County; Pennsylvania,1306,59.8,96.9,0.0,1.9,0.0,1.2,1266,0,25,0,1306
000100,049,2023,Census Tract 1; Erie County; Pennsylvania,1529,62.2,72.3,17.2,7.5,0.8,2.2,1105,263,115,12,1529
000200,049,2023,Census Tract 2; Erie County; Pennsylvania,3562,54.7,87.5,2.0,3.3,4.4,2.8,3117,71,116,158,3562
000300,049,2023,Census Tract 3; Erie County; Pennsylvania,3611,25.7,53.8,24.5,7.7,2.4,11.6,1941,885,278,86,3611
000400,049,2023,Census Tract 4; Erie County; Pennsylvania,1847,43.2,52.4,22.0,11.4,6.2,8.0,967,407,210,115,1847
000500,049,2023,Census Tract 5; Erie County; Pennsylvania,3178,30.4,42.5,45.6,8.7,0.4,2.8,1350,1449,276,14,3178
000600,049,2023,Census Tract 6; Erie County; Pennsylvania,3277,27.6,52.8,23.2,17.8,1.8,4.4,1731,760,584,60,3277
000700,049,2023,Census Tract 7; Erie County; Pennsylvania,2326,33.3,63.5,16.3,13.8,0.0,6.4,1476,378,322,0,2326
000800,049,2023,Census Tract 8; Erie County; Pennsylvania,1875,33.3,44.5,35.3,7.8,2.0,10.4,835,661,147,38,1875
000901,049,2023,Census Tract 9.01; Erie County; Pennsylvania,2218,29.5,66.9,15.6,16.2,1.2,0.1,1484,346,359,26,2218
000902,049,2023,Census Tract 9.02; Erie County; Pennsylvania,2241,22.6,68.2,10.4,12.7,5.4,3.3,1528,234,284,121,2241
001000,049,2023,Census Tract 10; Erie County; Pennsylvania,3036,30.5,70.1,13.6,6.1,2.3,7.9,2127,413,185,71,3036
001100,049,2023,Census Tract 11; Erie County; Pennsylvania,3108,33.6,69.8,1.6,18.5,0.0,10.1,2168,49,575,0,3108
001200,049,2023,Census Tract 12; Erie County; Pennsylvania,2751,35.8,57.8,14.9,7.6,1.2,18.5,1589,409,209,32,2751
001300,049,2023,Census Tract 13; Erie County; Pennsylvania,1687,26.3,38.7,36.0,17.7,0.0,7.6,653,608,298,0,1687
001400,049,2023,Census Tract 14; Erie County; Pennsylvania,2279,37.2,53.8,34.9,3.0,5.9,2.4,1226,795,69,134,2279
001500,049,2023,Census Tract 15; Erie County; Pennsylvania,2797,25.4,24.1,37.3,26.9,2.7,9.0,675,1044,752,76,2797
001600,049,2023,Census Tract 16; Erie County; Pennsylvania,4055,42.4,64.8,14.1,5.9,9.2,6.0,2628,573,238,374,4055
001700,049,2023,Census Tract 17; Erie County; Pennsylvania,2516,35.9,49.1,37.2,4.8,2.3,6.6,1235,937,121,57,2516
001800,049,2023,Census Tract 18; Erie County; Pennsylvania,1985,33.3,30.3,52.6,6.9,4.2,6.0,602,1045,137,83,1985
001900,049,2023,Census Tract 19; Erie County; Pennsylvania,1718,56.9,82.5,8.8,7.3,1.3,0.1,1417,152,126,22,1718
002000,049,2023,Census Tract 20; Erie County; Pennsylvania,3183,31.6,67.5,8.0,12.5,4.7,7.3,2150,255,399,151,3183
002100,049,2023,Census Tract 21; Erie County; Pennsylvania,3563,40.6,89.3,7.2,1.1,0.0,2.4,3180,255,40,0,3563
002200,049,2023,Census Tract 22; Erie County; Pennsylvania,3675,37.5,79.4,6.8,2.8,0.1,10.9,2919,249,104,2,3675
002300,049,2023,Census Tract 23; Erie County; Pennsylvania,2330,42.4,82.7,5.2,5.8,0.0,6.3,1927,122,136,0,2330
002400,049,2023,Census Tract 24; Erie County; Pennsylvania,3239,29.8,67.3,3.9,9.2,0.0,19.6,2181,127,299,0,3239
002500,049,2023,Census Tract 25; Erie County; Pennsylvania,2373,35.4,56.6,18.7,7.6,1.6,15.5,1343,443,180,39,2373
002600,049,2023,Census Tract 26; Erie County; Pennsylvania,3966,38.2,70.5,9.4,9.1,3.6,7.4,2797,373,360,142,3966
002700,049,2023,Census Tract 27; Erie County; Pennsylvania,6558,39.8,78.5,8.5,9.2,0.1,3.7,5146,555,605,7,6558
002800,049,2023,Census Tract 28; Erie County; Pennsylvania,6617,29.5,81.8,4.0,2.8,3.5,7.9,5415,263,184,231,6617
002900,049,2023,Census Tract 29; Erie County; Pennsylvania,2787,48.3,92.4,2.4,1.9,0.6,2.7,2576,66,54,17,2787
003000,049,2023,Census Tract 30; Erie County; Pennsylvania,4269,35.0,77.8,7.2,3.7,5.4,5.9,3321,306,158,231,4269
010101,049,2023,Census Tract 101.01; Erie County; Pennsylvania,3061,45.1,94.0,0.3,1.3,0.8,3.6,2878,9,40,25,3061
010103,049,2023,Census Tract 101.03; Erie County; Pennsylvania,1938,48.9,94.4,0.0,1.0,0.0,4.6,1829,0,19,0,1938
010104,049,2023,Census Tract 101.04; Erie County; Pennsylvania,2379,46.6,93.2,1.4,2.2,0.3,2.9,2218,33,52,8,2379
010107,049,2023,Census Tract 101.07; Erie County; Pennsylvania,1269,45.6,95.4,1.4,0.9,0.6,1.7,1211,18,12,8,1269
010108,049,2023,Census Tract 101.08; Erie County; Pennsylvania,2180,41.4,51.7,43.7,4.4,0.0,0.2,1126,953,96,0,2180
010201,049,2023,Census Tract 102.01; Erie County; Pennsylvania,5880,44.8,91.0,0.5,4.1,0.1,4.3,5352,28,241,8,5880
010202,049,2023,Census Tract 102.02; Erie County; Pennsylvania,5307,49.1,97.0,0.0,1.4,0.4,1.2,5146,0,74,22,5307
010301,049,2023,Census Tract 103.01; Erie County; Pennsylvania,4887,44.3,96.7,0.1,0.1,0.0,3.1,4727,5,6,0,4887
010303,049,2023,Census Tract 103.03; Erie County; Pennsylvania,5884,39.8,94.9,0.2,1.4,2.8,0.7,5584,12,83,164,5884
010304,049,2023,Census Tract 103.04; Erie County; Pennsylvania,5272,44.8,94.2,0.2,2.0,0.1,3.5,4967,8,107,5,5272
010400,049,2023,Census Tract 104; Erie County; Pennsylvania,4410,48.7,92.8,0.3,5.2,1.0,0.7,4093,12,230,44,4410
010500,049,2023,Census Tract 105; Erie County; Pennsylvania,3842,48.9,95.7,1.4,1.8,0.7,0.4,3676,55,68,26,3842
010700,049,2023,Census Tract 107; Erie County; Pennsylvania,4137,39.7,85.8,0.6,1.5,3.4,8.7,3551,26,61,140,4137
010800,049,2023,Census Tract 108; Erie County; Pennsylvania,3397,43.6,90.7,4.3,1.8,1.2,2.0,3081,145,61,42,3397
010902,049,2023,Census Tract 109.02; Erie County; Pennsylvania,4002,51.5,90.9,1.9,2.0,2.8,2.4,3637,75,79,114,4002
010903,049,2023,Census Tract 109.03; Erie County; Pennsylvania,7263,37.2,86.5,1.0,2.8,5.3,4.4,6285,74,204,386,7263
010904,049,2023,Census Tract 109.04; Erie County; Pennsylvania,5539,45.6,87.8,1.4,0.3,7.8,2.7,4863,78,19,434,5539
011001,049,2023,Census Tract 110.01; Erie County; Pennsylvania,6990,39.4,87.3,2.9,0.0,2.9,6.9,6104,205,0,200,6990
011002,049,2023,Census Tract 110.02; Erie County; Pennsylvania,4102,56.9,81.9,5.0,3.8,4.5,4.8,3358,206,157,186,4102
011101,049,2023,Census Tract 111.01; Erie County; Pennsylvania,5424,37.1,86.4,2.8,3.2,4.3,3.3,4687,151,172,232,5424
011102,049,2023,Census Tract 111.02; Erie County; Pennsylvania,3233,37.8,81.9,4.2,11.2,0.0,2.7,2649,135,361,0,3233
011201,049,2023,Census Tract 112.01; Erie County; Pennsylvania,4470,45.0,94.8,2.6,0.7,0.0,1.9,4237,115,30,0,4470
011202,049,2023,Census Tract 112.02; Erie County; Pennsylvania,7303,50.0,95.3,0.9,2.9,0.0,0.9,6958,66,209,0,7303
011300,049,2023,Census Tract 113; Erie County; Pennsylvania,3189,37.9,84.9,0.9,5.0,2.8,6.4,2709,29,161,88,3189
011400,049,2023,Census Tract 114; Erie County; Pennsylvania,3786,38.9,85.1,11.9,0.5,0.6,1.9,3221,452,20,21,3786
011503,049,2023,Census Tract 115.03; Erie County; Pennsylvania,3799,45.1,92.5,1.6,2.2,1.9,1.8,3515,59,85,72,3799
011508,049,2023,Census Tract 115.08; Erie County; Pennsylvania,5109,46.9,90.0,0.0,2.9,5.7,1.4,4599,0,150,291,5109
011509,049,2023,Census Tract 115.09; Erie County; Pennsylvania,2754,47.0,93.5,1.2,1.4,0.0,3.9,2575,34,39,1,2754
011510,049,2023,Census Tract 115.10; Erie County; Pennsylvania,2798,53.1,96.9,0.0,0.5,1.1,1.5,2711,0,14,31,2798
011511,049,2023,Census Tract 115.11; Erie County; Pennsylvania,2177,20.0,81.0,4.8,2.7,10.0,1.5,1764,104,58,218,2177
011600,049,2023,Census Tract 116; Erie County; Pennsylvania,4069,42.9,91.0,1.2,1.6,0.7,5.5,3702,48,64,29,4069
011701,049,2023,Census Tract 117.01; Erie County; Pennsylvania,3003,41.9,93.5,0.3,3.5,1.8,0.9,2808,8,106,54,3003
011702,049,2023,Census Tract 117.02; Erie County; Pennsylvania,5445,40.9,90.1,0.2,4.3,0.0,5.4,4906,9,236,0,5445
011801,049,2023,Census Tract 118.01; Erie County; Pennsylvania,2707,37.6,97.5,0.1,1.3,0.3,0.8,2638,4,35,9,2707
011802,049,2023,Census Tract 118.02; Erie County; Pennsylvania,2724,50.4,97.7,0.0,1.3,0.2,0.8,2660,0,35,6,2724
011900,049,2023,Census Tract 119; Erie County; Pennsylvania,6162,37.8,86.6,0.5,5.4,0.4,7.1,5339,31,331,25,6162
012001,049,2023,Census Tract 120.01; Erie County; Pennsylvania,2514,51.5,93.9,0.0,3.0,0.7,2.4,2361,0,76,18,2514
012002,049,2023,Census Tract 120.02; Erie County; Pennsylvania,2911,47.2,90.7,0.0,4.9,0.0,4.4,2641,0,142,0,2911
012100,049,2023,Census Tract 121; Erie County; Pennsylvania,7310,44.9,94.7,0.1,3.6,0.2,1.4,6923,4,264,13,7310
012201,049,2023,Census Tract 122.01; Erie County; Pennsylvania,6164,41.2,95.0,1.0,2.7,0.0,1.3,5853,63,168,0,6164
012202,049,2023,Census Tract 122.02; Erie County; Pennsylvania,5303,23.6,91.4,1.7,3.5,1.3,2.1,4849,88,187,69,5303
012400,049,2023,Census Tract 124; Erie County; Pennsylvania,1295,50.6,88.7,1.0,1.2,0.5,8.6,1149,13,15,7,1295
990000,049,2023,Census Tract 9900; Erie County; Pennsylvania,0,-666666666.0,,,,,,0,0,0,0,0
110100,039,2023,Census Tract 1101; Crawford County; Pennsylvania,6247,35.4,95.5,0.4,1.6,0.2,2.3,5964,22,100,14,6247
110201,039,2023,Census Tract 1102.01; Crawford County; Pennsylvania,3658,47.1,95.5,0.3,1.4,0.0,2.8,3494,11,51,0,3658
110202,039,2023,Census Tract 1102.02; Crawford County; Pennsylvania,4254,40.3,89.8,3.6,3.9,0.3,2.4,3818,154,167,14,4254
110300,039,2023,Census Tract 1103; Crawford County; Pennsylvania,4444,46.3,95.3,0.7,2.1,0.0,1.9,4235,29,92,1,4444
110400,039,2023,Census Tract 1104; Crawford County; Pennsylvania,2542,46.9,93.1,0.0,2.4,0.0,4.5,2366,0,60,1,2542
110501,039,2023,Census Tract 1105.01; Crawford County; Pennsylvania,1936,35.5,95.8,0.0,3.0,0.0,1.2,1855,0,58,0,1936
110502,039,2023,Census Tract 1105.02; Crawford County; Pennsylvania,2779,54.4,94.2,0.0,1.8,0.8,3.2,2618,0,49,22,2779
110600,039,2023,Census Tract 1106; Crawford County; Pennsylvania,2752,47.8,97.5,0.0,0.4,0.1,2.0,2684,0,12,3,2752
110700,039,2023,Census Tract 1107; Crawford County; Pennsylvania,3806,41.2,93.0,1.7,2.3,0.8,2.2,3538,65,89,30,3806
110800,039,2023,Census Tract 1108; Crawford County; Pennsylvania,4842,44.6,94.1,1.6,1.1,0.1,3.1,4556,77,53,6,4842
110900,039,2023,Census Tract 1109; Crawford County; Pennsylvania,2797,48.9,89.6,1.0,1.9,0.5,7.0,2507,27,54,14,2797
111000,039,2023,Census Tract 1110; Crawford County; Pennsylvania,2347,45.4,96.7,0.0,0.7,0.2,2.4,2270,0,17,4,2347
111100,039,2023,Census Tract 1111; Crawford County; Pennsylvania,2850,47.9,89.5,3.1,1.5,1.8,4.1,2551,88,44,51,2850
111200,039,2023,Census Tract 1112; Crawford County; Pennsylvania,2380,39.4,98.9,0.0,0.2,0.2,0.7,2354,0,4,4,2380
111300,039,2023,Census Tract 1113; Crawford County; Pennsylvania,5306,47.2,95.1,0.2,0.7,0.3,3.7,5045,8,37,17,5306
111400,039,2023,Census Tract 1114; Crawford County; Pennsylvania,4446,45.0,97.4,0.0,0.0,0.0,2.6,4332,0,0,0,4446
111500,039,2023,Census Tract 1115; Crawford County; Pennsylvania,4828,37.1,85.8,8.3,0.3,1.0,4.6,4141,400,14,47,4828
111600,039,2023,Census Tract 1116; Crawford County; Pennsylvania,3670,39.2,93.2,1.7,1.9,0.0,3.2,3420,64,70,0,3670
111700,039,2023,Census Tract 1117; Crawford County; Pennsylvania,4788,29.0,85.3,6.0,3.7,2.4,2.6,4086,289,179,114,4788
111800,039,2023,Census Tract 1118; Crawford County; Pennsylvania,5281,52.3,92.8,1.2,0.4,1.9,3.7,4899,64,22,98,5281
111900,039,2023,Census Tract 1119; Crawford County; Pennsylvania,3450,37.3,95.5,0.3,0.4,0.1,3.7,3294,10,15,5,3450
112001,039,2023,Census Tract 1120.01; Crawford County; Pennsylvania,2485,53.7,96.4,0.0,1.9,0.4,1.3,2396,0,48,10,2485
112002,039,2023,Census Tract 1120.02; Crawford County; Pennsylvania,1301,60.5,96.4,0.0,2.6,0.0,1.0,1254,0,34,0,1301
